Departure,Nationality,Destination,Year
LA CORUÑA,Spanish,LA HABANA,1775
LA HABANA,Spanish,LA CORUÑA,1775
LA CORUÑA,Spanish,LA HABANA,1776
LA HABANA,Spanish,LA CORUÑA,1776
Montevideo,Spanish,La Coruña,1777
LA CORUÑA,Spanish,LA HABANA,1777
LA HABANA,Spanish,LA CORUÑA,1778
LA CORUÑA,Spanish,LA HABANA,1778
LA HABANA,Spanish,LA CORUÑA,1778
La Coruña,Spanish,Montevideo,1780
Montevideo,Spanish,La Coruña,1781
LA CORUÑA,Spanish,LA HABANA,1782
LA HABANA,Spanish,LA CORUÑA,1783
LA CORUÑA,Spanish,LA HABANA,1783
LA HABANA,Spanish,LA CORUÑA,1784
LA CORUÑA,Spanish,LA HABANA,1786
LA HABANA,Spanish,LA CORUÑA,1786
LA CORUÑA,Spanish,LA HABANA,1787
LA HABANA,Spanish,LA CORUÑA,1787
LA CORUÑA,Spanish,LA HABANA,1790
LA HABANA,Spanish,LA CORUÑA,1790
LA CORUÑA,Spanish,LA HABANA,1791
LA HABANA,Spanish,LA CORUÑA,1792
CÁDIZ,Spanish,PACÍFICO(MAR DEL SUR),1764
CÁDIZ,Spanish,CÁDIZ ?,1782
Nederland,Dutch,Padang,1833
Nederland,Dutch,Padang,1833
Padang,Dutch,Texel,1836
Padang,Dutch,Texel,1836
Rio de Janeiro,Dutch,Batavia,1842
Nederland,Dutch,Java,1842
Java,Dutch,Texel,1845
Wydah,British,Barbados,1775
Jamaica,British,Spithead,1775
St Thomas,British,Jamaica,1776
Jamaica,British,Newfoundland,1776
Falmouth,Dutch,Boston,1825
Boston,Dutch,New York,1825
New York,Dutch,Norfolk,1825
Norfolk,Dutch,Hellevoetsluis,1825
Hellevoetsluis,Dutch,Bridgetown,1826
Hellevoetsluis,Dutch,Havanna,1826
Havanna,Dutch,Curacao,1826
Curacao,Dutch,Laguayra,1826
Laguayra,Dutch,Porto Cabello,1826
Curacao,Dutch,Suriname,1826
Paramaribo,Dutch,Curacao,1828
Curacao,Dutch,Trunillo,1828
Trunillo,Dutch,Havana,1828
Havana,Dutch,Truvillo,1828
St Juan de Nicaragua,Dutch,St Martha,1828
St Martha,Dutch,Curacao,1828
Curacao,Dutch,Omoa,1828
Omoa,Dutch,Belize,1829
Belize,Dutch,Havana,1829
Havana,Dutch,Curacao,1829
Curacao,Dutch,St Eustatius,1829
St Thomas,Dutch,Curacao,1829
Curacao,Dutch,St Eustatius,1829
St Eustatius,Dutch,Suriname,1829
Suriname,Dutch,Curacao,1829
Curacao,Dutch,Havanna,1830
Havanna,Dutch,Trinidad (Cuba),1830
Trinidad (Cuba),Dutch,Curacao,1830
Curacao,Dutch,St Eustatius,1830
St Maarten,Dutch,Suriname,1830
Suriname,Dutch,Hellevoetsluis,1830
Vlissingen,Dutch,Curaçao,1826
Curaçao,Dutch,Boca Chica,1826
Curaçao,Dutch,Suriname,1828
Suriname,Dutch,Curaçao,1828
Curaçao,Dutch,St Eustacius,1828
St Eustacius,Dutch,Bonaire,1829
Curaçao,Dutch,St Eustacius,1829
St Eustacius,Dutch,Suriname,1829
Suriname,Dutch,St Eustacius,1829
St Eustacius,Dutch,Suriname,1829
Suriname,Dutch,St Eustacius,1830
St Martin,Dutch,Curaçao,1830
Curaçao,Dutch,St Eustacius,1830
St Eustacius,Dutch,Suriname,1830
Suriname,Dutch,Vlissingen,1830
Hellevoetsluis,Dutch,Batavia,1839
Hellevoetsluis,Dutch,Batavia,1839
Batavia ,Dutch,Soerabaija,1842
St Kitts,British,Plymouth,1759
Spithead,British,Fort St David,1760
Madras,British,Acheen Road (Sumatra),1763
Batavia,British,Madras,1764
St. Helena,British,Spithead,1765
Plymouth,British,St Johns, Newfoundland,1771
Plymouth,British,St John Newfoundland,1773
Spithead,British,St John Newfoundland,1774
Hellevoetsluis,Dutch,Suriname,1785
Suriname,Dutch,Curacao,1786
Curacao,Dutch,Texel,1786
Lisbon,British,Plymouth,1767
York Harbour (Newfoundland),British,John Harbour (Newfoundland),1768
Plymouth,British,St Lawrence New foundland,1769
Plymouth,British,Newfoundland,1770
Diego Garcia,Dutch,Port Louis,1819
Nederland,Dutch,Suriname,1832
Suriname,Dutch,Curaçao,1832
Curacao,Dutch,St Maarten,1832
St Maarten,Dutch,Suriname,1832
Suriname,Dutch,St Maarten,1833
St Maarten,Dutch,Curacao,1833
Curacao,Dutch,St Eustacius,1834
St Eustacius,Dutch,Suriname,1834
Suriname,Dutch,Curacao,1834
Curacao,Dutch,St Eustacius,1834
St Eustacius,Dutch,Suriname,1834
Suriname,Dutch,St Eustacius,1834
St Maarten,Dutch,Suriname,1834
Suriname,Dutch,Curaçao,1835
Curacao,Dutch,St Eustacius,1835
St Eustatius,Dutch,Suriname,1835
Paramaribo,Dutch,Hellevoetsluis,1835
Gravesend UK,British,Bombay,1752
Anjango,British,UK,1753
UK,British,Bombay,1755
Anjengo,British,St Helena,1756
Anguilla,British,Halifax,1808
Halifax,British,Barbados,1808
St Thomas, Virgin Islands,British,Halifax,1809
Halifax,British,Delgada Bay,1809
Delgada Bay,British,Halifax,1809
Plymouth Sound,British,St Johns harbour (Newfoundland),1753
Cape Spear (Newfoundland),British,Cadiz,1753
Cadiz,British,Lisbon,1753
Lisbon,British,Margaret road (England),1753
Cadiz,British,Lisbon,1754
Lisbon,British,Dungerness,1755
Portland,British,St John's Newfoundland,1755
St John's Newfoundland,British,Lisbon,1755
River Tagus (Lisbon),British,Portsmouth,1755
Louisbourg,British,Halifax,1760
Halifax,British,New York,1761
Sandy Hook,British,Barbados,1761
Havanna,British,UK,1762
New York,British,New York,1776
Spithead,British,New York,1776
Charles Town,British,Antigua,1777
Antigua,British,Delaware,1777
Cape Henlopen,British,St Augustine Florida,1777
Cape Henlopen,British,St Augustines (Florida),1778
St Augustines (Florida),British,Charlestown,1778
Charlestown,British,New York,1778
New York,British,Antigua,1779
Charles Town,British,Spithead,1780
Portsmouth,British,Madras,1802
Java Head,British,Downs,1803
Portsmouth,British,Whampoe,1804
Malacca,British,St Helena,1805
St Helena,British,Benkulen,1806
Acheen Head, Sumatra,British,St Helena,1807
Portsmouth,British,Madras,1809
Spithead,British,Hampton Road, Virginia,1803
Hampton Road, Virginia,British,Madras,1804
Middelburg,Dutch,Guinee,1750
Bocht van Guinee,Dutch,Prinsies,1751
Prinsies,Dutch,Kaap Lahoe,1751
Kaap Lahoe,Dutch,Middelburg,1752
Rammekens,Dutch,Guinea,1752
Guinea,Dutch,Suriname,1753
Rotterdam,Dutch,Guinea,1754
Guinea,Dutch,Suriname,1755
Suriname,Dutch,Rotterdam,1755
Rotterdam,Dutch,Guinea,1756
Elmina,Dutch,Suriname,1757
Suriname,Dutch,The Netherlands,1757
Rotterdam,Dutch,Guinea,1758
Guinea,Dutch,Suriname,1759
Suriname,Dutch,The Netherlands,1759
Rotterdam,Dutch,Guinea,1760
Elmina,Dutch,Paramaribo,1760
Suriname,Dutch,The Netherlands,1761
West Indies,Dutch,Amsterdam,1760
Amsterdam,Dutch,Curacao,1760
Spithead,British,Madeira,1768
Teneriffe,British,Senegal,1769
Cape Coast,British,Port Royal Jamaica,1769
Spithead,British,Madeira,1770
Teneriffe,British,Senegal,1770
Sierra Leon,British,Dix Cove,1770
Cape Coast,British,Port Royal, Jamaica,1770
Jamaica,British,Spithead,1770
Batavia ,Dutch,Samarang,1842
Samarang,Dutch,Soerabaija,1842
Texel,Dutch,Suriname,1796
Bramspunt,Dutch,Bergen/Noorwegen,1799
Nederland,Dutch,Batavia,1842
Batavia,Dutch,Nieuwediep,1843
Nederland,Dutch,Batavia,1843
Batavia,Dutch,Nieuwediep,1843
Nederland,Dutch,Batavia,1846
Batavia,Dutch,Nieuwediep,1846
Nederland,Dutch,Java,1848
Nederland,Dutch,Batavia,1852
Batavia,Dutch,Nederland,1853
Deptford,British,cruising of Ushant,1779
Deptford,British,cruising off Ushant,1778
Simonsbaai,Dutch,Fort Banjoewangie,1804
Spithead,British,Trincomalee,1759
Cumbava,British,Cape of Good Hope,1761
Batavia,Dutch,Kaap de Goede Hoop,1750
Batavia,Dutch,Kaap de Goede Hoop,1749
Batavia,Dutch,Kaap de Goede Hoop,1750
Batavia,Dutch,Kaap de Goede Hoop,1750
Rotterdam,Dutch,West Afrika,1785
Axim,Dutch,Suriname,1786
West Afrika,Dutch,Suriname,1785
Suriname,Dutch,Fort Royal,1786
Suriname,Dutch,Fort Royal,1786
Fort Royal,Dutch,Hellevoetsluis,1786
Rammekens,Dutch,Batavia,1791
Suriname,Dutch,Dronthem,1796
Texel,Dutch,Suriname,1796
Suriname,Dutch,Dronthem,1799
Nederland,Dutch,St George d'Elmina,1824
St George d'Elmina,Dutch,Montevideo,1824
Buenos Aires,Dutch,Valparaiso,1825
Valparaiso,Dutch,Charillo,1825
Charillo,Dutch,Anna Maria,1825
Anna Maria,Dutch,Ambon,1825
Ambon,Dutch,Soerabaya,1825
Batavia,Dutch,Mauritius,1827
Mauritius,Dutch,Texel,1827
Portland,British,Barbados,1790
Portsmouth,British,St Helena,1771
Spithead,British,Madeira,1771
Madeira,British,St John's Antigua,1772
Madeira,British,St Johns Antigua,1771
Antigua,British,Spithead,1772
Downs,British,Madeira,1773
Madeira,British,Dominica,1773
Jamaica,British,Spithead,1774
Hellevoetsluis,Dutch,Rio de Janeiro,1839
Rio de Janeiro,Dutch,Batavia,1839
Lisbon,British,cruising to Lisbon,1805
Boston,British,Plymouth,1776
Spithead,British,New York,1776
Falmouth,British,Barbados,1821
St Thomas,British,Falmouth,1821
Start Point,British,Bombay,1751
Havannah (Cuba),British,Portsmouth,1752
Gravesend,British,Hudson Bay,1760
Hudson Bay,British,Gravesend,1760
Gravesend,British,Hudson Bay Moose,1761
Gravesend,British,Hudson Bay Moose,1762
Hudson Bay Moose,British,Gravesend,1762
Gravesend,British,Hudson Bay Moose,1763
Hudson Bay Moose,British,Gravesend,1763
Gravesend,British,Hudson Bay Moose,1764
Hudson Bay Moose,British,Gravesend,1764
Gravesend,British,Hudson Bay Churchill,1765
Churchill,British,Gravesend,1765
Kinsale,British,Churchill,1766
Churchill,British,Gravesend,1766
Gravesend,British,Churchill,1767
Churchill,British,Gravesend,1767
Gravesend,British,Churchill,1768
Churchill,British,Gravesend,1768
Gravesend,British,Churchill,1769
Churchill,British,Gravesend,1769
Gravesend,British,York Factory,1770
York Factory,British,Gravesend,1770
Gravesend,British,Moose,1771
Moose,British,Gravesend,1771
Gravesend,British,Churchill,1772
Churchill,British,Gravesend,1772
Gravesend,British,Churchill,1773
Churchill,British,Gravesend,1773
Gravesend,British,Moose,1774
Moose,British,Gravesend,1774
Gravesend,British,Churchill,1775
Churchill,British,London,1775
Gravesend,British,Churchill,1776
Churchill,British,Gravesend,1776
Gravesend,British,York Factory,1777
York Factory,British,Gravesend,1777
Gravesend,British,Moose,1778
Moose,British,Gravesend,1778
Gravesend,British,Moose,1780
Moose,British,Gravesend,1780
Gravesend,British,Churchill,1782
Churchill,British,Gravesend,1782
Gravesend,British,Churchill,1783
Churchill,British,Gravesend,1783
Gravesend,British,Churchill,1784
Churchill,British,Gravesend,1784
Gravesend,British,Churchill,1785
Churchill,British,Gravesend,1785
Gravesend,British,Moose,1786
Churchill,British,Gravesend,1786
Hellevoetsluis,Dutch,Curacao,1760
Hellevoetsluis,Dutch,Funchal,1762
Funchal,Dutch,St Eustatius,1762
St Eustatius,Dutch,Curacao,1762
Curacao,Dutch,Hellevoetsluis,1762
Gibraltar,Dutch,Lissabon,1777
Lissabon,Dutch,Funchal,1778
Funchal,Dutch,St Eustatius,1778
St Eustatius,Dutch,Curacao,1778
Curacao,Dutch,Nieuwediep,1778
Texel,Dutch,Madeira,1777
Madeira,Dutch,St Eustatius,1778
St Eustatius,Dutch,Christiaan Zand,1778
Texel,Dutch,St. Eustacius,1777
Jamaica,British,Spithead,1773
Cape ,British,Java,1754
Batavia,British,Canton,1754
Canton,British,Java,1755
Java Head,British,St Helena,1755
St Helena,British,Ascension,1755
Ascension,British,Cape,1757
Moca Moca Sumatra,British,St Helena,1758
Dungeness,British,Cape Lagullas,1760
Cape Lagullas,British,Anjengo,1760
Madras,British,Wampoe,1760
(Gilolo) Halmahira,British,Wampoe,1761
Wampoe,British,New Guinea,1761
Wampoe,British,Acheen,1761
Acheen (Sumatra),British,St Helena,1762
St Helena,British,Falmouth,1762
Spithead,British,St Helena,1764
St Helena,British,Bencoolen,1764
Batavia,British,Wampoe,1764
Java Head,British,St Helena,1765
St Helena,British,UK,1765
Falmouth,British,Cape,1771
Vlissingen,Dutch,Tafelbaai,1816
Tafelbaai,Dutch,Batavia,1817
Batavia,Dutch,Simonsbaai,1819
Batavia,Dutch,Simonsbaai,1819
Simonsbaai,Dutch,Mountsbaai,1819
Terneuzen,Dutch,Batavia,1853
Portsmouth,Dutch,Tafelbaai,1816
Tafelbaai,Dutch,Batavia,1817
Nederland,Dutch,Tafelbaai,1848
Tafelbaai,Dutch,Batavia,1848
Batavia,Dutch,Texel,1849
Texel,Dutch,Santa Cruz,1850
Santa Cruz,Dutch,St. George d'Elmina,1850
St George d'Elmina,Dutch,Clarence Cove,1850
Clarence Cove,Dutch,Ascension,1850
Ascension,Dutch,Rio de Janeiro,1850
Rio de Janeiro,Dutch,Curacao,1850
Curacao,Dutch,Nederland,1850
Schiedam,Dutch,Batavia,1843
Batavia,Dutch,Schiedam,1843
Amsterdam,Dutch,Batavia-Soerabaya,1846
Soerabaya,Dutch,Rotterdam,1846
Batavia,Dutch,Nederland,1851
Nederland,Dutch,Batavia,1852
Batavia,Dutch,Nederland,1852
Sao Tome,Dutch,Vlissingen,1751
Nederland,Dutch,West Afrika,1752
West Afrika,Dutch,Suriname,1752
Suriname,Dutch,Nederland,1753
Nederland,Dutch,Guinea,1753
West Afrika,Dutch,Suriname,1754
Suriname,Dutch,Nederland,1754
Nederland,Dutch,Guinea,1761
Guinea,Dutch,St Eustacius,1761
St Eustacius,Dutch,Nederland,1762
Middelburg,Dutch,West Afrika,1762
West Afrika,Dutch,Axim,1763
Cormantijn,Dutch,Paramaribo,1763
Paramaribo,Dutch,Middelburg,1764
Vlissingen,Dutch,St Eustacius,1815
St Eustacius,Dutch,Curaçao,1816
Curaçao,Dutch,Jamaica,1816
Jamaica,Dutch,Nederland,1816
Nederland,Dutch,Zuiden,1816
Rotterdam,Dutch,Batavia,1832
Batavia,Dutch,Nagasaki,1833
Nagasaki,Dutch,Batavia,1833
Batavia,Dutch,Rotterdam,1834
Rotterdam,Dutch,Batavia,1835
Batavia,Dutch,Nederland,1836
Rotterdam,Dutch,West Afrika,1836
West Afrika,Dutch,Batavia,1836
Batavia,Dutch,Rotterdam,1837
Dordrecht,Dutch,Spitsbergen,1779
Spitsbergen,Dutch,Dordrecht,1779
Dordrecht,Dutch,Spitsbergen,1787
Spitsbergen,Dutch,Dordrecht,1787
Texel,Dutch,Suriname,1802
Spithead,British,Barbados,1791
Rotterdam,Dutch,Batavia,1850
Tjilatjap,Dutch,Rotterdam,1850
Spithead,British,St Helena,1780
St Helena,British,Spithead,1780
Spithead,British,St Augustine Madagascar,1772
St Augustine,British,Bombay,1772
Jamaica,British,Spithead,1779
Sandy Hook,British,East River,1781
New London,British,Carlisle Bay,1815
Carlisle Bay,British,Barbados,1815
Port Royal Jamaica,British,Bermuda,1815
Bermuda,British,Fayal, Azores,1815
Fayal, Azores,British,Motherbank,1815
Plymouth,British,Madeira,1769
Barbados,British,Montserrat,1769
Montserat,British,Spithead,1772
Spithead,British,Carlisle Bay,1796
Jamaica,British,Spithead,1797
Spithead,British,Port Royal Jamaica,1799
Port Royal Jamaica,British,Woolwich,1802
Plymouth,British,Batavia,1778
Benkulen,British,St Helena,1779
Java Head,British,UK,1788
St Jago,British,Port Egmont,1785
Port Egmont,British,Hawaiian Islands,1786
Hawaiian Islands,British,Coal Harbour,1786
Coal Harbour,British,Montague Isle,1786
Montague Isle,British,Hawaiian Islands,1786
Hawaiian Islands,British,Prince William's Sound,1787
Prince William's Sound,British,Norfolk Sound,1787
Port Banks,British,King George's Sound,1787
King George's Sound,British,Hawaiian Islands,1787
Hawaiian Islands,British,Macao,1787
Macao,British,St Helena,1788
Gravesend ,British,York Factory,1793
York Factory,British,Gravesend ,1793
Gravesend ,British,Moose,1794
Moose,British,Gravesend ,1794
Gravesend ,British,York Factory,1795
York Factory,British,Gravesend ,1795
Gravesend,British,York Factory,1796
York Factory,British,Gravesend,1796
Gravesend,British,York Factory,1797
York Factory,British,Gravesend,1797
Gravesend,British,York Factory,1798
York Factory,British,Gravesend,1798
Gravesend,British,York Factory,1799
York Factory,British,Gravesend,1799
Bombay,British,Madras,1758
CABO DE BUENA ESPERANZA,Spanish,DESCONOCIDO,1773
MADEIRA,Spanish,CABO DE BUENA ESPERANZA,1772
PLYMOUTH,Spanish,MADEIRA,1772
CÁDIZ,Spanish,CÁDIZ,1794
Whitby Bay UK,British,Vogle Sound,1773
Smeerenberg,British,Deptford,1773
Plymouth,British,Teneriffe,1775
Portendic,British,Fayal,1775
Fayal,British,Spithead,1775
Cadix,British,Azores,1750
Plymouth,British,St Johns Newfoundland,1751
St Johns Newfoundland,British,Lisbon,1751
Lisbon,British,Spithead,1752
Hampton,British,Margret Road (UK),1766
Dixcove,British,Barbados,1771
Bermuda,British,Spithead,1771
Long Island,British,Spithead,1780
Plymouth,British,Barbados,1795
Port Royal,British,UK,1796
Spithead,British,Table Bay,1797
Table Bay towards Madagascar,British,Table Bay,1798
Table Bay,British,Downs UK,1799
Montevideo,British,Table Bay,1807
Barnstable Bay,British,Bermuda,1814
Bermuda,British,Shelburne Harbour,1814
St Johns,British,Fayal, Azores,1807
Fayal, Azores,British,St Johns,1807
St Johns,British,Fayal, Azores,1807
Fayal, Azores,British,St Johns,1807
Falmouth,British,Lisbon,1780
Lisbon,British,Plymouth,1780
Table Bay,British,Madras,1795
Madras,British,Simons Bay,1796
Table Bay,British,Simons Bay,1798
Table Bay,British,Madagascar,1798
Simons Bay,British,Madagascar,1800
Table Bay,British,St Helena,1801
St Helena,British,Table Bay,1801
Table Bay,British,Madras,1803
Spithead,British,Boston,1775
Boston,British,Chalestown,1775
Savannah,British,Savannah,1776
St Augustine,British,New York,1776
Portsmouth,British,St. Helena,1783
St. Helena,British,Bombay,1783
Gravesend,British,Cape of Good Hope,1784
Bencoolen,British,Cape of Good Hope,1786
Cork,British,Barbados,1795
Port au Prince,British,Bermuda,1796
Cork,British,Barbados,1796
Jamaica,British,Downs,1799
Spithead,British,St Georges Bermuda,1814
Tangier Bay, Chesapeake,British,Cumberland Island, Florida,1814
Plymouth,British,Santa Cruz,1795
Santa Cruz,British,Rio de Janeiro,1795
Rio de Janeiro,British,Port Jackson Australia,1795
Port Jackson Australia,British,Cape of Good Hope,1797
Cape of Good Hope,British,Port Jackson Australia,1797
Port Jackson Australia,British,St Helena,1800
St Helena,British,Spithead,1800
Nieuwediep,Dutch,Bristol,1852
Bristol,Dutch,Ceijlon,1853
Ceijlon,Dutch,Coromandel,1853
Coromandel,Dutch,Batavia,1853
Batavia,Dutch,Nieuwediep,1853
Rotterdam,Dutch,Kaap de Goede Hoop,1802
Kaap de Goede Hoop,Dutch,Batavia,1802
Port Royal (Jamaica),British,Spithead,1751
Madeira,British,Prince Ruperts Bay,1767
Jamaica,British,Spithead,1770
Downs UK,British,St Helena,1823
St Helena,British,Benkulen,1823
Java Head,British,Downs UK,1824
Downs UK,British,Penang,1825
Plymouth,British,Madeira,1772
Madeira,British,Cape Verde,1772
Cape Verde,British,Table Bay,1772
Table Bay,British,New Zealand,1773
New Zealand,British,Tahiti,1773
Tahiti,British,Tonga,1773
Pylstaert (nr Tonga),British,New Zealand,1773
Cape Pallisser New Zealand,British,Easter Island,1773
Easter Island,British,Marquesas,1774
Marquesas,British,Tahiti,1774
Tahiti,British,Tonga,1774
New Caledonia,British,New Zealand,1774
New Zealand,British,Towards Cape Horn,1774
Plymouth,British,Gibraltar,1780
Gibraltar,British,Spithead,1780
Plymouth,British,New York,1780
Jamaica,British,Woolwich,1797
Texel,Dutch,Kaap de Goede Hoop,1796
Ferrol,Dutch,Rio de Janeiro,1803
Rio de Janeiro,Dutch,Batavia,1803
Nieuwediep,Dutch,Batavia,1842
Wijnkopers Baai,Dutch,Tafelbaai,1842
Tafelbaai,Dutch,Nieuwediep,1843
Cardiff,Dutch,Praya,1848
Praya,Dutch,Fort St Francisco,1848
Fort St Francisco,Dutch,St Helena,1848
St Helena,Dutch,Kingston,1848
Kingston,Dutch,Manzanilla de Cuba,1848
Manzanilla de Cuba,Dutch,Dartmouth,1848
Nieuwediep,Dutch,Batavia,1849
Banjoewangie,Dutch,Tafelbaai,1849
Tafelbaai,Dutch,Nieuwediep,1850
Rotterdam,Dutch,Batavia,1834
Batavia,Dutch,Amsterdam,1834
Rotterdam,Dutch,Batavia,1835
Batavia,Dutch,Rotterdam,1835
Rotterdam,Dutch,Batavia,1836
Batavia,Dutch,Rotterdam,1837
Nederland,Dutch,Kaap Apollonia,1838
St George d'Elmina,Dutch,Batavia,1838
Batavia,Dutch,Brouwershaven,1839
Spithead,British,Hampton Road,1768
Boston,British,Spithead,1769
Spithead,British,Table Bay,1776
Table Bay,British,Madras,1777
Madeira,British,Halifax,1767
St Helena,British,Spithead,1781
Aden,British,Bombay,1802
Bombay,British,St Helena,1802
Spithead,British,Goree,1803
Princes Island,British,Barbados,1804
Road Town, Tortola,British,Nore,1804
Madeira,British,Barbados,1760
Halifax,British,UK,1771
Gravesend,British,Bengal,1821
Bengal,British,Downs,1822
Hellevoetsluis,Dutch,Suriname,1778
Suriname,Dutch,Hellevoetsluis,1779
Roterdam,Dutch,Batavia,1840
Batavia,Dutch,Rotterdam,1841
Rotterdam,Dutch,Batavia,1841
Padang,Dutch,Amsterdam,1843
Padang,Dutch,Amsterdam,1843
Rotterdam,Dutch,Batavia,1846
Batavia,Dutch,Rotterdam,1847
Rotterdam,Dutch,Batavia,1847
Batavia,Dutch,Rotterdam,1848
Rotterdam,Dutch,Java,1849
Rotterdam,Dutch,Batavia,1826
Batavia,Dutch,Rotterdam,1826
Rotterdam,Dutch,Batavia,1827
Batavia,Dutch,Rotterdam,1827
Rotterdam,Dutch,Batavia,1828
Rotterdam,Dutch,Batavia,1828
Batavia,Dutch,Rotterdam,1829
Torbay,British,Port Jackson,1792
Port Jackson,British,Whampoa,1792
Java Head,British,Deptford,1793
Downs,British,Java,1786
Java Head,British,St Helena,1787
Downs,British,Benkulen, Sumatra,1790
Java Head,British,Long Reach,1791
Downs ,British,Madras,1793
Fort St David,British,St Helena,1750
Tillicherry,British,Madagascar,1751
Spithead,British,Madeira,1778
Madeira,British,Jamaica,1778
Falmouth,British,Table Bay,1795
Table Bay,British,Downs,1797
Plymouth,British,St Helena,1800
Nederland,Dutch,Oost Indie,1829
Batavia,Dutch,Nederland,1831
Batavia,Dutch,Nederland,1831
Den Helder,Dutch,Batavia,1838
BUENOS AIRES,Spanish,BUENOS AIRES,1746
DESCONOCIDO (CREO QUE ACAPULCO),Spanish,SAN BLAS,1790
CÁDIZ,Spanish,ISLA SANTA CATALINA (BRASIL),1777
CÁDIZ,Spanish,MONTEVIDEO,1777
ISLA SANTA CATALINA (BRASIL),Spanish,MONTEVIDEO,1777
MONTEVIDEO,Spanish,ISLA SANTA CATALINA (BRASIL),1777
MONTEVIDEO,Spanish,ISLA SANTA CATALINA (BRASIL),1777
MONTEVIDEO,Spanish,ISLA SANTA CATALINA (BRASIL),1777
SANTA CATALINA (BRASIL),Spanish,CÁDIZ,1778
CADIZ,Spanish,CARTAGENA,1792
CARTAGENA,Spanish,CÁDIZ,1794
FERROL,Spanish,SENOUR,1778
CARTAGENA,Spanish,CÁDIZ,1793
VERACRUZ,Spanish,CÁDIZ,1794
VERACRUZ.,Spanish,CÁDIZ,1794
MONTEVIDEO,Spanish,SANTA CATALINA,1777
MONTEVIDEO,Spanish,CADIZ,1778
EL CALLAO,Spanish,RIO DE JANEIRO,1784
CÁDIZ,Spanish,I. SANTA CATALINA,1776
MONTEVIDEO,Spanish,SANTA CATALINA,1777
SANTA CATALINA,Spanish,MONTEVIDEO,1777
CÁDIZ,Spanish,CÁDIZ,1777
CÁDIZ,Spanish,STA CATALINA Y MONTEVIDEO,1776
CÁDIZ,Spanish,STA. CATAL Y MONTEV.,1776
CÁDIZ,Spanish,STA. CATAL. Y MONTEV.,1776
CÁDIZ,Spanish,STA. CATALINA Y MONTEVID.,1776
CÁDIZ,Spanish,STA. CATALINA Y MONTEVIDEO,1776
LA HABANA,Spanish,MÁLAGA,1791
CÁDIZ,Spanish,CÁDIZ,1779
BAHÍA DE CÁDIZ,Spanish,BAHÍA DE CÁDIZ,1779
CÁDIZ,Spanish,A LA MAR ? CÁDIZ?,1779
CALCUTA,Spanish,CÁDIZ,1819
CALCUTA.,Spanish,CÁDIZ,1819
CÁDIZ,Spanish,CÁDIZ,1783
CÁDIZ,Spanish,FERROL,1783
